"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
279,11_C0598,,"Sodium chloride",NaCl,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
283,11_C0599,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
287,11_C0600,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
435,11_C0601,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
439,11_C0602,,"Sodium nitrate",NaNO3,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
443,11_C0603,,"Sodium nitrate",NaNO3,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
447,11_C0604,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
451,11_C0605,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
455,11_C0606,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
459,11_C0607,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
463,11_C0608,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
467,11_C0609,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
471,11_C0610,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
475,11_C0611,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
479,11_C0612,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
627,11_C0613,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
631,11_C0614,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
635,11_C0615,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
639,11_C0616,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
643,11_C0617,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
647,11_C0618,,"Ammonium thiocyanate",NH4SCN,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
651,11_C0619,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
655,11_C0620,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
659,11_C0621,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
663,11_C0622,,"Ammonium bromide",NH4Br,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
667,11_C0623,,"Ammonium chloride",NH4Cl,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
671,11_C0624,,"Ammonium chloride",NH4Cl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
819,11_C0625,,"Ammonium nitrate",NH4NO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
823,11_C0626,,"Ammonium nitrate",NH4NO3,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
827,11_C0627,,"Ammonium nitrate",NH4NO3,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
831,11_C0628,,"Ammonium nitrate",NH4NO3,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
835,11_C0629,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
839,11_C0630,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
843,11_C0631,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
847,11_C0632,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
851,11_C0633,"HR Crystal Screen Cryo - 45","Zinc acetate dihydrate",,"0.16 M","Sodium Cacodylate","0.08 M",6.5,"PEG 8000","14.4% (w/v)","Glycerol Anhydrous","20% (v/v)",,,,
855,11_C0634,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
859,11_C0635,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
863,11_C0636,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1011,11_C0637,,"Lithium bromide",LiBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
1015,11_C0638,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
1019,11_C0639,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1023,11_C0640,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1027,11_C0641,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1031,11_C0642,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
1035,11_C0643,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1039,11_C0644,,"Potassium acetate",KC2H3O2,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1043,11_C0645,,"Potassium acetate",KC2H3O2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1047,11_C0646,,"Potassium bromide",KBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
1051,11_C0647,,"Potassium bromide",KBr,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
1055,11_C0648,,"Potassium bromide",KBr,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
1203,11_C0649,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1207,11_C0650,,"Potassium carbonate",K2CO3,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1211,11_C0651,,"Potassium carbonate",K2CO3,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
1215,11_C0652,,"Potassium chloride",KCl,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
1219,11_C0653,,"Potassium chloride",KCl,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
1223,11_C0654,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
1227,11_C0655,,"Potassium nitrate",KNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
1231,11_C0656,,"Potassium nitrate",KNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
1235,11_C0657,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1239,11_C0658,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
1243,11_C0659,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
1247,11_C0660,,"Potassium thiocyanate",KSCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
1395,11_C0661,,"Potassium thiocyanate",KSCN,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1399,11_C0662,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
1403,11_C0663,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1407,11_C0664,,"Rubidium chloride",RbCl,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1411,11_C0665,,"Rubidium chloride",RbCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1415,11_C0666,,"Rubidium chloride",RbCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
1419,11_C0667,,"Sodium bromide",NaBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1423,11_C0668,,"Sodium bromide",NaBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
1427,11_C0669,,"Sodium chloride",NaCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
1431,11_C0670,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
1435,11_C0671,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
1439,11_C0672,,"Sodium nitrate",NaNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
147,11_C0673,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
151,11_C0674,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","40% (w/v)",,,,,,
155,11_C0675,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
159,11_C0676,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
163,11_C0677,,"Zinc acetate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
167,11_C0678,,"Zinc acetate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
171,11_C0679,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
175,11_C0680,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
179,11_C0681,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","40% (w/v)",,,,,,
183,11_C0682,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
187,11_C0683,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",Tris,"0.1 M",8,"PEG 4000","40% (w/v)",,,,,,
191,11_C0684,,"Ammonium thiocyanate",NH4SCN,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
339,11_C0685,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","40% (w/v)",,,,,,
343,11_C0686,,"Ammonium thiocyanate",NH4SCN,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
347,11_C0687,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
351,11_C0688,"HR Crystal Screen Cryo - 36",,,,"Tris Hydrochloride","0.065 M",8.5,"PEG 8000","5.2% (w/v)","Glycerol Anhydrous","35% (v/v)",,,,
355,11_C0689,"HR Crystal Screen Cryo - 20","Ammonium Sulfate",,0.16M,"Sodium Acetate trihydrate",0.08M,4.6,"PEG 4000","20% (w/v)","Glycerol Anhydrous","20% (v/v)",,,,
359,11_C0690,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
363,11_C0691,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","40% (w/v)",,,,,,
367,11_C0692,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","40% (w/v)",,,,,,
371,11_C0693,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","40% (w/v)",,,,,,
375,11_C0694,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","40% (w/v)",,,,,,
379,11_C0695,,"Ammonium bromide",NH4Br,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
383,11_C0696,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
531,11_C0697,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
535,11_C0698,,"Ammonium chloride",NH4Cl,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
539,11_C0699,,"Ammonium chloride",NH4Cl,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
543,11_C0700,,"Ammonium nitrate",NH4NO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
547,11_C0701,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
551,11_C0702,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
555,11_C0703,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
559,11_C0704,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
563,11_C0705,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
567,11_C0706,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
571,11_C0707,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
575,11_C0708,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
723,11_C0709,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
727,11_C0710,,"Lithium bromide",LiBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
731,11_C0711,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
735,11_C0712,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
739,11_C0713,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
743,11_C0714,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
747,11_C0715,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
751,11_C0716,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
755,11_C0717,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
759,11_C0718,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
763,11_C0719,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
767,11_C0720,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
915,11_C0721,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
919,11_C0722,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
923,11_C0723,,"Potassium bromide",KBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
927,11_C0724,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
931,11_C0725,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
935,11_C0726,,"Potassium chloride",KCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
939,11_C0727,,"Potassium chloride",KCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
943,11_C0728,,"Potassium nitrate",KNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
947,11_C0729,,"Potassium nitrate",KNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","20% (w/v)",,,,,,
951,11_C0730,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
955,11_C0731,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
959,11_C0732,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
1107,11_C0733,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","20% (w/v)",,,,,,
1111,11_C0734,,"Potassium thiocyanate",KSCN,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1115,11_C0735,,"Rubidium chloride",RbCl,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
1119,11_C0736,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
1123,11_C0737,,"Sodium bromide",NaBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1127,11_C0738,,"Sodium bromide",NaBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
1131,11_C0739,,"Sodium chloride",NaCl,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","20% (w/v)",,,,,,
1135,11_C0740,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
1139,11_C0741,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
1143,11_C0742,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1147,11_C0743,,"Sodium nitrate",NaNO3,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1151,11_C0744,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
1299,11_C0745,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1303,11_C0746,,"Zinc acetate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
1307,11_C0747,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1311,11_C0748,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
1315,11_C0749,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","20% (w/v)",,,,,,
1319,11_C0750,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","10% (w/v)",,,,,,
1323,11_C0751,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1327,11_C0752,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
1331,11_C0753,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
1335,11_C0754,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","20% (w/v)",,,,,,
1339,11_C0755,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1343,11_C0756,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
1491,11_C0757,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","20% (w/v)",,,,,,
1495,11_C0758,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1499,11_C0759,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
1503,11_C0760,,"Ammonium thiocyanate",NH4SCN,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","20% (w/v)",,,,,,
1507,11_C0761,,"Ammonium thiocyanate",NH4SCN,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1511,11_C0762,,"Ammonium thiocyanate",NH4SCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","20% (w/v)",,,,,,
1515,11_C0763,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","20% (w/v)",,,,,,
1519,11_C0764,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
1523,11_C0765,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,,,
1527,11_C0766,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","20% (w/v)",,,,,,
1531,11_C0767,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","20% (w/v)",,,,,,
1535,11_C0768,,"Ammonium bromide",NH4Br,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,,,
2,11_C0769,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","40% (w/v)",,,,,,
6,11_C0770,,"Ammonium chloride",NH4Cl,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,,,
10,11_C0771,,"Ammonium nitrate",NH4NO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","40% (w/v)",,,,,,
14,11_C0772,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,,,
18,11_C0773,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,,,
22,11_C0774,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,,,
26,11_C0775,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","40% (w/v)",,,,,,
30,11_C0776,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,,,
34,11_C0777,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","40% (w/v)",,,,,,
38,11_C0778,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,,,
42,11_C0779,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,,,
46,11_C0780,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","40% (w/v)",,,,,,
