"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
949,M4_C0538,,"Sodium Phosophate monobasic",NaH2PO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
953,M4_C0539,,"Sodium Phosophate monobasic",NaH2PO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
957,M4_C0540,,"Sodium Phosophate monobasic",NaH2PO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","19% (w/v)",,,,
1105,M4_C0541,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1109,M4_C0542,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1113,M4_C0543,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1117,M4_C0544,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1121,M4_C0545,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1125,M4_C0546,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1129,M4_C0547,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1133,M4_C0548,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1137,M4_C0549,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1141,M4_C0550,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1145,M4_C0551,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1149,M4_C0552,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1297,M4_C0553,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1301,M4_C0554,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1305,M4_C0555,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1309,M4_C0556,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1313,M4_C0557,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1317,M4_C0558,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1321,M4_C0559,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1325,M4_C0560,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1329,M4_C0561,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1333,M4_C0562,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1337,M4_C0563,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1341,M4_C0564,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1489,M4_C0565,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1493,M4_C0566,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1497,M4_C0567,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1501,M4_C0568,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1505,M4_C0569,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1509,M4_C0570,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1513,M4_C0571,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1517,M4_C0572,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1521,M4_C0573,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1525,M4_C0574,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1529,M4_C0575,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1533,M4_C0576,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
51,M4_C0577,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
55,M4_C0578,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
59,M4_C0579,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
63,M4_C0580,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
67,M4_C0581,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
71,M4_C0582,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
75,M4_C0583,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
79,M4_C0584,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
83,M4_C0585,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
87,M4_C0586,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
91,M4_C0587,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
95,M4_C0588,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
243,M4_C0589,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
247,M4_C0590,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
251,M4_C0591,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
255,M4_C0592,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
259,M4_C0593,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
263,M4_C0594,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.025 M",MES,"0.1 M",6,"PEG 2000","10% (w/v)",,,,
267,M4_C0595,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
271,M4_C0596,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
275,M4_C0597,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",MES,"0.1 M",6,"PEG 2000","7.5% (w/v)",,,,
279,M4_C0598,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
283,M4_C0599,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
287,M4_C0600,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
435,M4_C0601,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
439,M4_C0602,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
443,M4_C0603,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
447,M4_C0604,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
451,M4_C0605,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
455,M4_C0606,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
459,M4_C0607,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
463,M4_C0608,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
467,M4_C0609,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
471,M4_C0610,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
475,M4_C0611,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
479,M4_C0612,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
627,M4_C0613,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
631,M4_C0614,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
635,M4_C0615,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
639,M4_C0616,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
643,M4_C0617,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
647,M4_C0618,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
651,M4_C0619,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
655,M4_C0620,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
659,M4_C0621,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
663,M4_C0622,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
667,M4_C0623,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
671,M4_C0624,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
819,M4_C0625,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
823,M4_C0626,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
827,M4_C0627,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
831,M4_C0628,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
835,M4_C0629,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
839,M4_C0630,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
843,M4_C0631,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
847,M4_C0632,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
851,M4_C0633,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
855,M4_C0634,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
859,M4_C0635,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
863,M4_C0636,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
1011,M4_C0637,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
1015,M4_C0638,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
1019,M4_C0639,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
1023,M4_C0640,,"Sodium Chloride",NaCl,"0.2 M5","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
1027,M4_C0641,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1031,M4_C0642,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1035,M4_C0643,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1039,M4_C0644,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1043,M4_C0645,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1047,M4_C0646,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1051,M4_C0647,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1055,M4_C0648,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1203,M4_C0649,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1207,M4_C0650,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1211,M4_C0651,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1215,M4_C0652,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1219,M4_C0653,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1223,M4_C0654,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
1227,M4_C0655,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1231,M4_C0656,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1235,M4_C0657,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1239,M4_C0658,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1243,M4_C0659,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1247,M4_C0660,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1395,M4_C0661,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1399,M4_C0662,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1403,M4_C0663,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1407,M4_C0664,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1411,M4_C0665,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1415,M4_C0666,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1419,M4_C0667,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1423,M4_C0668,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1427,M4_C0669,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1431,M4_C0670,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1435,M4_C0671,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1439,M4_C0672,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
147,M4_C0673,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
151,M4_C0674,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","10% (w/v)",,,,
155,M4_C0675,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
159,M4_C0676,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
163,M4_C0677,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","15% (w/v)",,,,
167,M4_C0678,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","19% (w/v)",,,,
171,M4_C0679,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
175,M4_C0680,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
179,M4_C0681,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
183,M4_C0682,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
187,M4_C0683,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
191,M4_C0684,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
339,M4_C0685,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
343,M4_C0686,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
347,M4_C0687,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
351,M4_C0688,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
355,M4_C0689,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
359,M4_C0690,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
363,M4_C0691,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
367,M4_C0692,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
371,M4_C0693,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
375,M4_C0694,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
379,M4_C0695,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
383,M4_C0696,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
531,M4_C0697,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
535,M4_C0698,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
539,M4_C0699,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
543,M4_C0700,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
547,M4_C0701,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
551,M4_C0702,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
555,M4_C0703,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
559,M4_C0704,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
563,M4_C0705,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
567,M4_C0706,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
571,M4_C0707,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
575,M4_C0708,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
723,M4_C0709,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
727,M4_C0710,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
731,M4_C0711,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
735,M4_C0712,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
739,M4_C0713,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
743,M4_C0714,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
747,M4_C0715,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
751,M4_C0716,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
755,M4_C0717,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
