"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,"Chemical Additive",Concentration
1121,M6_C0545,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1125,M6_C0546,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1129,M6_C0547,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1133,M6_C0548,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1137,M6_C0549,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1141,M6_C0550,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1145,M6_C0551,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1149,M6_C0552,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1297,M6_C0553,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1301,M6_C0554,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1305,M6_C0555,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1309,M6_C0556,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1313,M6_C0557,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1317,M6_C0558,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1321,M6_C0559,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1325,M6_C0560,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1329,M6_C0561,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1333,M6_C0562,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1337,M6_C0563,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1341,M6_C0564,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1489,M6_C0565,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1493,M6_C0566,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1497,M6_C0567,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1501,M6_C0568,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1505,M6_C0569,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1509,M6_C0570,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1513,M6_C0571,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1517,M6_C0572,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1521,M6_C0573,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1525,M6_C0574,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1529,M6_C0575,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1533,M6_C0576,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
51,M6_C0577,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
55,M6_C0578,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
59,M6_C0579,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
63,M6_C0580,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
67,M6_C0581,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
71,M6_C0582,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
75,M6_C0583,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
79,M6_C0584,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
83,M6_C0585,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
87,M6_C0586,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
91,M6_C0587,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
95,M6_C0588,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
243,M6_C0589,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
247,M6_C0590,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
251,M6_C0591,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
255,M6_C0592,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
259,M6_C0593,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
263,M6_C0594,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.025 M",MES,"0.1 M",6,"PEG 2000","10% (w/v)",,,,
267,M6_C0595,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
271,M6_C0596,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
275,M6_C0597,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",MES,"0.1 M",6,"PEG 2000","7.5% (w/v)",,,,
279,M6_C0598,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
283,M6_C0599,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
287,M6_C0600,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
435,M6_C0601,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
439,M6_C0602,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
443,M6_C0603,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
447,M6_C0604,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
451,M6_C0605,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
455,M6_C0606,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
459,M6_C0607,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
463,M6_C0608,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
467,M6_C0609,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
471,M6_C0610,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
475,M6_C0611,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
479,M6_C0612,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
627,M6_C0613,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
631,M6_C0614,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
635,M6_C0615,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
639,M6_C0616,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
643,M6_C0617,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
647,M6_C0618,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
651,M6_C0619,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
655,M6_C0620,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
659,M6_C0621,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
663,M6_C0622,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
667,M6_C0623,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
671,M6_C0624,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
819,M6_C0625,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
823,M6_C0626,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
827,M6_C0627,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
831,M6_C0628,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
835,M6_C0629,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
839,M6_C0630,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
843,M6_C0631,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
847,M6_C0632,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
851,M6_C0633,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
855,M6_C0634,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
859,M6_C0635,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
863,M6_C0636,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
1011,M6_C0637,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
1015,M6_C0638,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
1019,M6_C0639,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
1023,M6_C0640,,"Sodium Chloride",NaCl,"0.25 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
1027,M6_C0641,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1031,M6_C0642,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1035,M6_C0643,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1039,M6_C0644,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1043,M6_C0645,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1047,M6_C0646,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1051,M6_C0647,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1055,M6_C0648,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1203,M6_C0649,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1207,M6_C0650,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1211,M6_C0651,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1215,M6_C0652,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1219,M6_C0653,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1223,M6_C0654,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
1227,M6_C0655,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1231,M6_C0656,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1235,M6_C0657,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1239,M6_C0658,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1243,M6_C0659,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1247,M6_C0660,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1395,M6_C0661,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1399,M6_C0662,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1403,M6_C0663,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1407,M6_C0664,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1411,M6_C0665,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1415,M6_C0666,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1419,M6_C0667,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1423,M6_C0668,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1427,M6_C0669,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1431,M6_C0670,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1435,M6_C0671,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1439,M6_C0672,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
147,M6_C0673,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
151,M6_C0674,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","10% (w/v)",,,,
155,M6_C0675,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
159,M6_C0676,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
163,M6_C0677,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","15% (w/v)",,,,
167,M6_C0678,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","19% (w/v)",,,,
171,M6_C0679,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
175,M6_C0680,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
179,M6_C0681,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
183,M6_C0682,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
187,M6_C0683,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
191,M6_C0684,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
339,M6_C0685,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
343,M6_C0686,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
347,M6_C0687,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
351,M6_C0688,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
355,M6_C0689,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
359,M6_C0690,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
363,M6_C0691,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
367,M6_C0692,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
371,M6_C0693,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
375,M6_C0694,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
379,M6_C0695,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
383,M6_C0696,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
531,M6_C0697,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
535,M6_C0698,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
539,M6_C0699,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
543,M6_C0700,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
547,M6_C0701,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
551,M6_C0702,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
555,M6_C0703,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
559,M6_C0704,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
563,M6_C0705,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
567,M6_C0706,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
571,M6_C0707,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
575,M6_C0708,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
723,M6_C0709,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
727,M6_C0710,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
731,M6_C0711,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
735,M6_C0712,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
739,M6_C0713,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
743,M6_C0714,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
747,M6_C0715,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
751,M6_C0716,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
755,M6_C0717,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
759,M6_C0718,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","38% (w/v)",,,,
763,M6_C0719,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
767,M6_C0720,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
915,M6_C0721,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
919,M6_C0722,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
923,M6_C0723,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
927,M6_C0724,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
931,M6_C0725,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
935,M6_C0726,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
