Composite List,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1521,M9_C0573,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1525,M9_C0574,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1529,M9_C0575,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1533,M9_C0576,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
51,M9_C0577,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
55,M9_C0578,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
59,M9_C0579,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,40% (w/v),,,,
63,M9_C0580,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,16% (w/v),,,,
67,M9_C0581,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
71,M9_C0582,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
75,M9_C0583,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,25% (w/v),,,,
79,M9_C0584,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,16% (w/v),,,,
83,M9_C0585,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
87,M9_C0586,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
91,M9_C0587,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,25% (w/v),,,,
95,M9_C0588,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
243,M9_C0589,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 2000,15% (w/v),,,,
247,M9_C0590,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 2000,19% (w/v),,,,
251,M9_C0591,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 2000,16% (w/v),,,,
255,M9_C0592,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 2000,20% (w/v),,,,
259,M9_C0593,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 2000,30% (w/v),,,,
263,M9_C0594,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.025 M,MES,0.1 M,6.0,PEG 2000,10% (w/v),,,,
267,M9_C0595,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 2000,16% (w/v),,,,
271,M9_C0596,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 2000,20% (w/v),,,,
275,M9_C0597,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,MES,0.1 M,6.0,PEG 2000,7.5% (w/v),,,,
279,M9_C0598,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 2000,40% (w/v),,,,
283,M9_C0599,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 2000,16% (w/v),,,,
287,M9_C0600,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 2000,20% (w/v),,,,
435,M9_C0601,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 2000,30% (w/v),,,,
439,M9_C0602,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 2000,35% (w/v),,,,
443,M9_C0603,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,16% (w/v),,,,
447,M9_C0604,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
451,M9_C0605,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
455,M9_C0606,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
459,M9_C0607,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,16% (w/v),,,,
463,M9_C0608,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
467,M9_C0609,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,15% (w/v),,,,
471,M9_C0610,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,10% (w/v),,,,
475,M9_C0611,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 2000,16% (w/v),,,,
479,M9_C0612,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
627,M9_C0613,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 2000,15% (w/v),,,,
631,M9_C0614,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 2000,19% (w/v),,,,
635,M9_C0615,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
639,M9_C0616,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,40% (w/v),,,,
643,M9_C0617,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
647,M9_C0618,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
651,M9_C0619,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
655,M9_C0620,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
659,M9_C0621,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
663,M9_C0622,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,10% (w/v),,,,
667,M9_C0623,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
671,M9_C0624,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 2000,19% (w/v),,,,
819,M9_C0625,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
823,M9_C0626,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
827,M9_C0627,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,35% (w/v),,,,
831,M9_C0628,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,40% (w/v),,,,
835,M9_C0629,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
839,M9_C0630,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
843,M9_C0631,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,35% (w/v),,,,
847,M9_C0632,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 2000,40% (w/v),,,,
851,M9_C0633,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
855,M9_C0634,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
859,M9_C0635,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 2000,35% (w/v),,,,
863,M9_C0636,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 2000,10% (w/v),,,,
1011,M9_C0637,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 2000,20% (w/v),,,,
1015,M9_C0638,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 2000,30% (w/v),,,,
1019,M9_C0639,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 2000,35% (w/v),,,,
1023,M9_C0640,,Sodium Chloride,NaCl,0.25 M,Sodium Citrate,0.1 M,5.6,PEG 2000,19% (w/v),,,,
1027,M9_C0641,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1031,M9_C0642,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1035,M9_C0643,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1039,M9_C0644,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1043,M9_C0645,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1047,M9_C0646,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1051,M9_C0647,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1055,M9_C0648,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1203,M9_C0649,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1207,M9_C0650,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1211,M9_C0651,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1215,M9_C0652,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1219,M9_C0653,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1223,M9_C0654,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 2000,38% (w/v),,,,
1227,M9_C0655,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1231,M9_C0656,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1235,M9_C0657,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1239,M9_C0658,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1243,M9_C0659,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1247,M9_C0660,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1395,M9_C0661,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1399,M9_C0662,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1403,M9_C0663,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1407,M9_C0664,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1411,M9_C0665,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1415,M9_C0666,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 2000,35% (w/v),,,,
1419,M9_C0667,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1423,M9_C0668,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
1427,M9_C0669,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
1431,M9_C0670,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
1435,M9_C0671,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
1439,M9_C0672,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
147,M9_C0673,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
151,M9_C0674,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 2000,10% (w/v),,,,
155,M9_C0675,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 2000,16% (w/v),,,,
159,M9_C0676,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
163,M9_C0677,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7.0,PEG 2000,15% (w/v),,,,
167,M9_C0678,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7.0,PEG 2000,19% (w/v),,,,
171,M9_C0679,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
175,M9_C0680,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
179,M9_C0681,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
183,M9_C0682,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
187,M9_C0683,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
191,M9_C0684,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
339,M9_C0685,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
343,M9_C0686,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
347,M9_C0687,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
351,M9_C0688,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,HEPES,0.1 M,7.0,PEG 2000,36% (w/v),,,,
355,M9_C0689,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
359,M9_C0690,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
363,M9_C0691,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 2000,35% (w/v),,,,
367,M9_C0692,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
371,M9_C0693,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
375,M9_C0694,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
379,M9_C0695,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 2000,35% (w/v),,,,
383,M9_C0696,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
531,M9_C0697,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
535,M9_C0698,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
539,M9_C0699,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 2000,35% (w/v),,,,
543,M9_C0700,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 2000,40% (w/v),,,,
547,M9_C0701,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 2000,20% (w/v),,,,
551,M9_C0702,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 2000,30% (w/v),,,,
555,M9_C0703,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 2000,35% (w/v),,,,
559,M9_C0704,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 2000,38% (w/v),,,,
563,M9_C0705,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
567,M9_C0706,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
571,M9_C0707,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
575,M9_C0708,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
723,M9_C0709,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
727,M9_C0710,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
731,M9_C0711,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
735,M9_C0712,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
739,M9_C0713,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
743,M9_C0714,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
747,M9_C0715,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
751,M9_C0716,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
755,M9_C0717,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
759,M9_C0718,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 2000,38% (w/v),,,,
763,M9_C0719,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
767,M9_C0720,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
915,M9_C0721,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
919,M9_C0722,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
923,M9_C0723,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
927,M9_C0724,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
931,M9_C0725,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
935,M9_C0726,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
939,M9_C0727,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
943,M9_C0728,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
947,M9_C0729,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
951,M9_C0730,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 2000,35% (w/v),,,,
955,M9_C0731,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
959,M9_C0732,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1107,M9_C0733,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1111,M9_C0734,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1115,M9_C0735,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
1119,M9_C0736,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1123,M9_C0737,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1127,M9_C0738,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 2000,10% (w/v),,,,
1131,M9_C0739,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 2000,16% (w/v),,,,
1135,M9_C0740,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1139,M9_C0741,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,TRIS,0.1 M,8.5,PEG 2000,15% (w/v),,,,
1143,M9_C0742,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,TRIS,0.1 M,8.5,PEG 2000,19% (w/v),,,,
1147,M9_C0743,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1151,M9_C0744,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1299,M9_C0745,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1303,M9_C0746,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1307,M9_C0747,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1311,M9_C0748,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1315,M9_C0749,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1319,M9_C0750,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1323,M9_C0751,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1327,M9_C0752,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 2000,36% (w/v),,,,
1331,M9_C0753,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1335,M9_C0754,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1339,M9_C0755,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 2000,35% (w/v),,,,
1343,M9_C0756,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1491,M9_C0757,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1495,M9_C0758,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1499,M9_C0759,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 2000,35% (w/v),,,,
1503,M9_C0760,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
