Composite List,,,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1533,21_C0679,,Potassium phosphate dibasic,K2HPO4,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
51,21_C0246,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,CAPS,0.1 M,10,PEG 20000,12% (w/v),,,,,,
55,21_C0247,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,HEPES,0.1 M,7.5,PEG 20000,12% (w/v),,,,,,
59,21_C0253,,Lithium bromide,LiBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 20000,12% (w/v),,,,,,
63,21_C0254,,Lithium bromide,LiBr,0.1 M,TAPS,0.1 M,9,PEG 20000,12% (w/v),,,,,,
67,21_C0327,,Lithium bromide,LiBr,0.1 M,CAPS,0.1 M,10,PEG 20000,24% (w/v),,,,,,
71,21_C0328,,Lithium bromide,LiBr,0.1 M,HEPES,0.1 M,7.5,PEG 20000,24% (w/v),,,,,,
75,21_C0396,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 8000,20% (w/v),,,,,,
79,21_C0398,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TAPS,0.1 M,9,PEG 8000,20% (w/v),,,,,,
83,21_C0409,,Lithium bromide,LiBr,0.1 M,CAPS,0.1 M,10,PEG 8000,20% (w/v),,,,,,
87,21_C0410,,Lithium bromide,LiBr,0.1 M,HEPES,0.1 M,7.5,PEG 8000,20% (w/v),,,,,,
91,21_C0488,,Lithium bromide,LiBr,0.1 M,TAPS,0.1 M,9,PEG 8000,40% (w/v),,,,,,
95,21_C0552,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TAPS,0.1 M,9,PEG 4000,20% (w/v),,,,,,
243,21_C0554,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 4000,20% (w/v),,,,,,
247,21_C0319,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
251,21_C0320,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
255,21_C0329,,Lithium bromide,LiBr,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
259,21_C0397,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
263,21_C0399,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
267,21_C0408,,Lithium bromide,LiBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
271,21_C0477,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
275,21_C0478,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
279,21_C0487,,Lithium bromide,LiBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
283,21_C0553,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
287,21_C0270,,Potassium bromide,KBr,0.1 M,HEPES,0.1 M,7.5,PEG 20000,12% (w/v),,,,,,
435,21_C0271,,Potassium bromide,KBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
439,21_C0272,,Potassium bromide,KBr,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
443,21_C0339,,Potassium bromide,KBr,0.1 M,CAPS,0.1 M,10,PEG 20000,24% (w/v),,,,,,
447,21_C0340,,Potassium bromide,KBr,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
451,21_C0406,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
455,21_C0407,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 8000,20% (w/v),,,,,,
459,21_C0420,,Potassium bromide,KBr,0.1 M,TAPS,0.1 M,9,PEG 8000,20% (w/v),,,,,,
463,21_C0421,,Potassium bromide,KBr,0.1 M,CAPS,0.1 M,10,PEG 8000,20% (w/v),,,,,,
467,21_C0485,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
471,21_C0486,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
475,21_C0502,,Potassium bromide,KBr,0.1 M,HEPES,0.1 M,7.5,PEG 8000,40% (w/v),,,,,,
479,21_C0503,,Potassium bromide,KBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 8000,40% (w/v),,,,,,
627,21_C0504,,Potassium bromide,KBr,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
631,21_C0561,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
635,21_C0562,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,HEPES,0.1 M,7.5,PEG 4000,20% (w/v),,,,,,
639,21_C0581,,Potassium bromide,KBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
643,21_C0582,,Potassium bromide,KBr,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
647,21_C0583,,Potassium bromide,KBr,0.1 M,HEPES,0.1 M,7.5,PEG 4000,20% (w/v),,,,,,
651,21_C0635,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 4000,40% (w/v),,,,,,
655,21_C0636,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
659,21_C0646,,Potassium bromide,KBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 4000,40% (w/v),,,,,,
663,21_C0647,,Potassium bromide,KBr,0.1 M,TAPS,0.1 M,9,PEG 4000,40% (w/v),,,,,,
667,21_C0648,,Potassium bromide,KBr,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
671,21_C0242,,Ammonium chloride,NH4Cl,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
819,21_C0243,,Ammonium chloride,NH4Cl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
823,21_C0281,,Potassium phosphate-monobasic,KH2PO4,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
827,21_C0282,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
831,21_C0283,,Potassium phosphate-monobasic,KH2PO4,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
835,21_C0315,,Ammonium chloride,NH4Cl,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
839,21_C0428,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
843,21_C0471,,Ammonium chloride,NH4Cl,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
847,21_C0472,,Ammonium chloride,NH4Cl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
851,21_C0473,,Ammonium chloride,NH4Cl,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
855,21_C0517,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
859,21_C0259,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,TAPS,0.1 M,9,PEG 20000,12% (w/v),,,,,,
863,21_C0308,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
1011,21_C0331,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
1015,21_C0332,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,TAPS,0.1 M,9,PEG 20000,24% (w/v),,,,,,
1019,21_C0333,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
1023,21_C0413,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1027,21_C0462,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1031,21_C0492,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 8000,40% (w/v),,,,,,
1035,21_C0546,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1039,21_C0619,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1043,21_C0639,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,HEPES,0.1 M,7.5,PEG 4000,40% (w/v),,,,,,
1047,21_C0687,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1051,21_C0250,HR Polymer Screen 9,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 1,000",40% (w/v),,,,,,
1055,21_C0251,HR Polymer Screen 10,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 1,500",40% (w/v),,,,,,
1203,21_C0252,HR Polymer Screen 13,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,350",30% (w/v),,,,,,
1207,21_C0263,HR Polymer Screen 14,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 4,000",40% (w/v),,,,,,
1211,21_C0309,HR Polymer Screen 15,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 6,000",40% (w/v),,,,,,
1215,21_C0310,HR Polymer Screen 16,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 8,000",40% (w/v),,,,,,
1219,21_C0325,HR Polymer Screen 17,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 10,000",40% (w/v),,,,,,
1223,21_C0372,HR Polymer Screen 18,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 20,000",24% (w/v),,,,,,
1227,21_C0373,HR Polymer Screen 19,,,,Tacsimate,10% (v/v),7,Polyethylene glycol monomethyl ether 550,40% (v/v),,,,,,
1231,21_C0374,HR Polymer Screen 20,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol monomethyl ether 2,000",40% (w/v),,,,,,
1235,21_C0375,HR Polymer Screen 21,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol monomethyl ether 5,000",40% (w/v),,,,,,
1239,21_C0381,HR Polymer Screen 22,,,,Tacsimate,10% (v/v),7,Polypropylene glycol P 400,20% (v/v),,,,,,
1243,21_C0384,HR Polymer Screen 23,,,,Tacsimate,10% (v/v),7,Polyvinylpyrrolidone K 15,40% (w/v),,,,,,
1247,21_C0387,HR Polymer Screen 1,,,,Tacsimate,10% (v/v),7,Jeffamine® ED-2001 pH 7.0,20% (w/v),,,,,,
1395,21_C0447,HR Polymer Screen 2,,,,Tacsimate,10% (v/v),7,Jeffamine® M-600® pH 7.0,20% (v/v),,,,,,
1399,21_C0463,HR Polymer Screen 3,,,,Tacsimate,10% (v/v),7,Ethylene imine polymer,0.5% (v/v),,,,,,
1403,21_C0484,HR Polymer Screen 11,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 2,000",20% (w/v),,,,,,
1407,21_C0516,HR Polymer Screen 12,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,000",20% (w/v),,,,,,
1411,21_C0532,HR Polymer Screen 14,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,350",20% (w/v),,,,,,
1415,21_C0542,HR Polymer Screen 4,,,,Tacsimate,10% (v/v),7,"Poly(acrylic acid sodium salt) 5,100",20% (v/v),,,,,,
1419,21_C0633,HR Polymer Screen 5,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 200,30% (v/v),,,,,,
1423,21_C0688,HR Polymer Screen 6,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 300,25% (v/v),,,,,,
1427,21_C0689,HR Polymer Screen 7,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 400,25% (v/v),,,,,,
1431,21_C0690,HR Polymer Screen 8,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 600,20% (v/v),,,,,,
1435,21_C0775,HR Polymer Screen 9,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 1,000",20% (w/v),,,,,,
1439,21_C0827,HR Polymer Screen 10,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 1,500",20% (w/v),,,,,,
147,21_C0703,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
151,21_C0729,,Potassium nitrate,KNO3,0.1 M,CAPS,0.1 M,10,PEG 1000,20% (w/v),,,,,,
155,21_C0736,,Rubidium chloride,RbCl,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
159,21_C0755,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
163,21_C0756,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
167,21_C0772,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
171,21_C0774,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
175,21_C0800,,Potassium carbonate,K2CO3,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
179,21_C0803,,Potassium carbonate,K2CO3,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
183,21_C0807,,Potassium nitrate,KNO3,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
187,21_C0831,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
191,21_C0836,,Ammonium thiocyanate,NH4SCN,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,40% (w/v),,,,,,
339,21_C0847,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
343,21_C0859,,Lithium bromide,LiBr,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
347,21_C0866,,Potassium bromide,KBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
351,21_C0867,,Potassium bromide,KBr,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
355,21_C0870,,Potassium carbonate,K2CO3,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
359,21_C0872,,Potassium carbonate,K2CO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
363,21_C0875,,Potassium nitrate,KNO3,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
367,21_C0876,,Potassium nitrate,KNO3,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
371,21_C0886,,Rubidium chloride,RbCl,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
375,21_C0905,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
379,21_C0906,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
383,21_C0909,,Ammonium thiocyanate,NH4SCN,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
531,21_C0910,,Ammonium thiocyanate,NH4SCN,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
535,21_C0921,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TAPS,0.1 M,9,PEG 400,20% (v/v),,,,,,
539,21_C0931,,Lithium bromide,LiBr,0.1 M,CAPS,0.1 M,10,PEG 400,20% (v/v),,,,,,
543,21_C0946,,Potassium carbonate,K2CO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,60% (v/v),,,,,,
547,21_C0948,,Potassium chloride,KCl,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
551,21_C0949,,Potassium nitrate,KNO3,0.1 M,CAPS,0.1 M,10,PEG 400,20% (v/v),,,,,,
555,21_C0950,,Potassium nitrate,KNO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
559,21_C0954,,Rubidium chloride,RbCl,0.1 M,HEPES,0.1 M,7.5,PEG 400,80% (v/v),,,,,,
563,21_C0708,,Ammonium sulfate,(NH4)2SO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
567,21_C0716,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
571,21_C0717,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
575,21_C0733,,Potassium thiocyanate,KSCN,0.1 M,CAPS,0.1 M,10,PEG 1000,20% (w/v),,,,,,
723,21_C0737,,Sodium bromide,NaBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
727,21_C0739,,Sodium chloride,NaCl,0.1 M,CAPS,0.1 M,10,PEG 1000,20% (w/v),,,,,,
731,21_C0740,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
735,21_C0741,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
739,21_C0742,,Sodium nitrate,NaNO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
743,21_C0757,,Potassium phosphate-tribasic,K3PO4,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
747,21_C0758,,Potassium phosphate-tribasic,K3PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
751,21_C0759,,Potassium phosphate-tribasic,K3PO4,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
755,21_C0767,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
759,21_C0777,,Ammonium sulfate,(NH4)2SO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,40% (w/v),,,,,,
763,21_C0778,,Ammonium sulfate,(NH4)2SO4,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
767,21_C0792,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
915,21_C0811,,Potassium thiocyanate,KSCN,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
919,21_C0816,,Sodium bromide,NaBr,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
923,21_C0817,,Sodium bromide,NaBr,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
927,21_C0819,,Sodium chloride,NaCl,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
931,21_C0820,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
935,21_C0823,,Sodium nitrate,NaNO3,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
939,21_C0832,,Potassium phosphate-tribasic,K3PO4,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
943,21_C0839,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
947,21_C0849,,Ammonium sulfate,(NH4)2SO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
951,21_C0850,,Ammonium sulfate,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
955,21_C0864,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
959,21_C0882,,Potassium thiocyanate,KSCN,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
1107,21_C0884,,Potassium thiocyanate,KSCN,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
1111,21_C0889,,Sodium bromide,NaBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
1115,21_C0890,,Sodium chloride,NaCl,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
1119,21_C0908,,Potassium phosphate-tribasic,K3PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
1123,21_C0913,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
1127,21_C0914,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
1131,21_C0926,,Ammonium sulfate,(NH4)2SO4,0.1 M,TAPS,0.1 M,9,PEG 400,20% (v/v),,,,,,
1135,21_C0937,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,HEPES,0.1 M,7.5,PEG 400,20% (v/v),,,,,,
1139,21_C0952,,Potassium thiocyanate,KSCN,0.1 M,HEPES,0.1 M,7.5,PEG 400,80% (v/v),,,,,,
1143,21_C0953,,Potassium thiocyanate,KSCN,0.1 M,CAPS,0.1 M,10,PEG 400,20% (v/v),,,,,,
1147,21_C0956,,Sodium bromide,NaBr,0.1 M,HEPES,0.1 M,7.5,PEG 400,80% (v/v),,,,,,
1151,21_C0958,,Sodium chloride,NaCl,0.1 M,TAPS,0.1 M,9,PEG 400,80% (v/v),,,,,,
1299,21_C0695,,Ammonium bromide,NH4Br,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
1303,21_C0698,,Ammonium chloride,NH4Cl,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
1307,21_C0700,,Ammonium nitrate,NH4NO3,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
1311,21_C0706,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
1315,21_C0713,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,20% (w/v),,,,,,
1319,21_C0731,,Potassium phosphate-monobasic,KH2PO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
1323,21_C0771,,Ammonium nitrate,NH4NO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,40% (w/v),,,,,,
1327,21_C0787,,Lithium chloride,LiCl,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
1331,21_C0789,,Lithium chloride,LiCl,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
1335,21_C0791,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
1339,21_C0795,,Potassium acetate,KC2H3O2,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,40% (w/v),,,,,,
1343,21_C0843,,Ammonium chloride,NH4Cl,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
1491,21_C0844,,Ammonium nitrate,NH4NO3,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
1495,21_C0860,,Lithium chloride,LiCl,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,40% (v/v),,,,,,
1499,21_C0865,,Potassium acetate,KC2H3O2,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
1503,21_C0879,,Potassium phosphate-monobasic,KH2PO4,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
1507,21_C0881,,Potassium phosphate-monobasic,KH2PO4,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
1511,21_C0916,,Ammonium bromide,NH4Br,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
1515,21_C0919,,Ammonium nitrate,NH4NO3,0.1 M,HEPES,0.1 M,7.5,PEG 400,60% (v/v),,,,,,
1519,21_C0923,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,20% (v/v),,,,,,
1523,21_C0935,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
1527,21_C0939,,Potassium acetate,KC2H3O2,0.1 M,TAPS,0.1 M,9,PEG 400,80% (v/v),,,,,,
1531,21_C0942,,Potassium acetate,KC2H3O2,0.1 M,CAPS,0.1 M,10,PEG 400,20% (v/v),,,,,,
1535,21_C0944,,Potassium acetate,KC2H3O2,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
2,21_C0704,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
6,21_C0723,,Potassium bromide,KBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
10,21_C0724,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
14,21_C0725,,Potassium carbonate,K2CO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
18,21_C0728,,Potassium nitrate,KNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
22,21_C0730,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
26,21_C0735,,Rubidium chloride,RbCl,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
