"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
1121,M5_C0545,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1125,M5_C0546,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1129,M5_C0547,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1133,M5_C0548,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1137,M5_C0549,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1141,M5_C0550,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1145,M5_C0551,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1149,M5_C0552,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1297,M5_C0553,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1301,M5_C0554,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1305,M5_C0555,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1309,M5_C0556,,"Potassium Chloride",KCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1313,M5_C0557,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1317,M5_C0558,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1321,M5_C0559,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1325,M5_C0560,,"Potassium Chloride",KCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1329,M5_C0561,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1333,M5_C0562,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1337,M5_C0563,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1341,M5_C0564,,"Potassium Chloride",KCl,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","38% (w/v)",,,,
1489,M5_C0565,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1493,M5_C0566,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1497,M5_C0567,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1501,M5_C0568,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1505,M5_C0569,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1509,M5_C0570,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1513,M5_C0571,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1517,M5_C0572,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
1521,M5_C0573,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1525,M5_C0574,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1529,M5_C0575,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1533,M5_C0576,,"Sodium Chloride",NaCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
51,M5_C0577,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
55,M5_C0578,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
59,M5_C0579,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
63,M5_C0580,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
67,M5_C0581,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
71,M5_C0582,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
75,M5_C0583,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
79,M5_C0584,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
83,M5_C0585,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
87,M5_C0586,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
91,M5_C0587,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","25% (w/v)",,,,
95,M5_C0588,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
243,M5_C0589,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
247,M5_C0590,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
251,M5_C0591,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
255,M5_C0592,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
259,M5_C0593,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
263,M5_C0594,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.025 M",MES,"0.1 M",6,"PEG 2000","10% (w/v)",,,,
267,M5_C0595,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
271,M5_C0596,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
275,M5_C0597,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",MES,"0.1 M",6,"PEG 2000","7.5% (w/v)",,,,
279,M5_C0598,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
283,M5_C0599,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","16% (w/v)",,,,
287,M5_C0600,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","20% (w/v)",,,,
435,M5_C0601,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","30% (w/v)",,,,
439,M5_C0602,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 2000","40% (w/v)",,,,
443,M5_C0603,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
447,M5_C0604,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
451,M5_C0605,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
455,M5_C0606,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
459,M5_C0607,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
463,M5_C0608,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
467,M5_C0609,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
471,M5_C0610,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
475,M5_C0611,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","16% (w/v)",,,,
479,M5_C0612,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
627,M5_C0613,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","15% (w/v)",,,,
631,M5_C0614,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
635,M5_C0615,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
639,M5_C0616,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
643,M5_C0617,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
647,M5_C0618,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
651,M5_C0619,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
655,M5_C0620,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
659,M5_C0621,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
663,M5_C0622,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
667,M5_C0623,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
671,M5_C0624,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
819,M5_C0625,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
823,M5_C0626,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
827,M5_C0627,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
831,M5_C0628,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
835,M5_C0629,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
839,M5_C0630,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
843,M5_C0631,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
847,M5_C0632,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","40% (w/v)",,,,
851,M5_C0633,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
855,M5_C0634,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
859,M5_C0635,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
863,M5_C0636,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","10% (w/v)",,,,
1011,M5_C0637,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","20% (w/v)",,,,
1015,M5_C0638,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","30% (w/v)",,,,
1019,M5_C0639,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","35% (w/v)",,,,
1023,M5_C0640,,"Sodium Chloride",NaCl,"0.25 M","Sodium Citrate","0.1 M",5.6,"PEG 2000","19% (w/v)",,,,
1027,M5_C0641,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1031,M5_C0642,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1035,M5_C0643,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1039,M5_C0644,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1043,M5_C0645,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1047,M5_C0646,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1051,M5_C0647,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1055,M5_C0648,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1203,M5_C0649,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1207,M5_C0650,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1211,M5_C0651,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1215,M5_C0652,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1219,M5_C0653,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1223,M5_C0654,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
1227,M5_C0655,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1231,M5_C0656,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1235,M5_C0657,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1239,M5_C0658,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1243,M5_C0659,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1247,M5_C0660,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1395,M5_C0661,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1399,M5_C0662,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1403,M5_C0663,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1407,M5_C0664,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1411,M5_C0665,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1415,M5_C0666,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1419,M5_C0667,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1423,M5_C0668,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
1427,M5_C0669,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
1431,M5_C0670,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
1435,M5_C0671,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
1439,M5_C0672,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
147,M5_C0673,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
151,M5_C0674,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","10% (w/v)",,,,
155,M5_C0675,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","16% (w/v)",,,,
159,M5_C0676,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
163,M5_C0677,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","15% (w/v)",,,,
167,M5_C0678,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 2000","19% (w/v)",,,,
171,M5_C0679,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
175,M5_C0680,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
179,M5_C0681,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
183,M5_C0682,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
187,M5_C0683,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
191,M5_C0684,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
339,M5_C0685,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
343,M5_C0686,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
347,M5_C0687,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
351,M5_C0688,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
355,M5_C0689,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
359,M5_C0690,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
363,M5_C0691,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
367,M5_C0692,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
371,M5_C0693,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
375,M5_C0694,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
379,M5_C0695,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
383,M5_C0696,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
531,M5_C0697,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
535,M5_C0698,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
539,M5_C0699,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
543,M5_C0700,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 2000","40% (w/v)",,,,
547,M5_C0701,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","20% (w/v)",,,,
551,M5_C0702,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","30% (w/v)",,,,
555,M5_C0703,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","35% (w/v)",,,,
559,M5_C0704,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 2000","38% (w/v)",,,,
563,M5_C0705,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
567,M5_C0706,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
571,M5_C0707,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
575,M5_C0708,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
723,M5_C0709,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
727,M5_C0710,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
731,M5_C0711,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
735,M5_C0712,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
739,M5_C0713,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
743,M5_C0714,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
747,M5_C0715,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
751,M5_C0716,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
755,M5_C0717,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
759,M5_C0718,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","38% (w/v)",,,,
763,M5_C0719,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
767,M5_C0720,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
915,M5_C0721,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
919,M5_C0722,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
923,M5_C0723,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
927,M5_C0724,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
931,M5_C0725,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
935,M5_C0726,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
